patch,Annie,Olaf,Galio,TwistedFate,XinZhao,Urgot,Leblanc,Vladimir,Fiddlesticks,Kayle,MasterYi,Alistar,Ryze,Sion,Sivir,Soraka,Teemo,Tristana,Warwick,Nunu,MissFortune,Ashe,Tryndamere,Jax,Morgana,Zilean,Singed,Evelynn,Twitch,Karthus,Chogath,Amumu,Rammus,Anivia,Shaco,DrMundo,Sona,Kassadin,Irelia,Janna,Gangplank,Corki,Karma,Taric,Veigar,Trundle,Swain,Caitlyn,Blitzcrank,Malphite,Katarina,Nocturne,Maokai,Renekton,JarvanIV,Elise,Orianna,Wukong,Brand,LeeSin,Vayne,Rumble,Cassiopeia,Skarner,Heimerdinger,Nasus,Nidalee,Udyr,Poppy,Gragas,Pantheon,Ezreal,Mordekaiser,Yorick,Akali,Kennen,Garen,Leona,Malzahar,Talon,Riven,KogMaw,Shen,Lux,Xerath,Shyvana,Ahri,Graves,Fizz,Volibear,Rengar,Varus,Nautilus,Viktor,Sejuani,Fiora,Ziggs,Lulu,Draven,Hecarim,Khazix,Darius,Jayce,Lissandra,Diana,Quinn,Syndra,AurelionSol,Kayn,Zoe,Zyra,Kaisa,Seraphine,Gnar,Zac,Yasuo,Velkoz,Taliyah,Camille,Akshan,Belveth,Braum,Jhin,Kindred,Zeri,Jinx,TahmKench,Viego,Senna,Lucian,Zed,Kled,Ekko,Qiyana,Vi,Aatrox,Nami,Azir,Yuumi,Samira,Thresh,Illaoi,RekSai,Ivern,Kalista,Bard,Rakan,Xayah,Ornn,Sylas,Neeko,Aphelios,Rell,Pyke,Vex,Yone,Sett,Lillia,Gwen,RenataGlasc,Nilah,KSante,Milio,Date
11.5,1.0,80.0,31.0,30.0,,10.0,12.0,,,1.0,,143.0,31.0,92.0,6.0,,,135.0,,1.0,3.0,5.0,,3.0,1.0,6.0,,4.0,,15.0,20.0,1.0,,,1.0,8.0,,4.0,11.0,2.0,25.0,9.0,18.0,2.0,3.0,6.0,2.0,9.0,7.0,12.0,1.0,28.0,2.0,88.0,3.0,3.0,102.0,17.0,,4.0,14.0,9.0,4.0,14.0,,2.0,43.0,172.0,,86.0,,28.0,1.0,,2.0,2.0,,55.0,1.0,,,,3.0,1.0,,1.0,10.0,27.0,,12.0,,16.0,53.0,74.0,,4.0,1.0,7.0,5.0,157.0,1.0,,44.0,1.0,,1.0,64.0,,7.0,57.0,,171.0,42.0,134.0,,2.0,1.0,3.0,33.0,,,14.0,20.0,4.0,,69.0,27.0,,29.0,38.0,2.0,2.0,4.0,2.0,,36.0,,73.0,1.0,12.0,84.0,,6.0,,21.0,5.0,40.0,97.0,28.0,30.0,6.0,43.0,135.0,,,16.0,29.0,94.0,,,,,,2021-03-03
11.6,1.0,49.0,30.0,21.0,3.0,18.0,2.0,2.0,,,,110.0,24.0,48.0,3.0,1.0,,84.0,,,1.0,6.0,,1.0,1.0,6.0,,,,4.0,16.0,,,,,,,6.0,19.0,,15.0,5.0,24.0,,2.0,2.0,,4.0,3.0,7.0,,30.0,2.0,87.0,2.0,1.0,94.0,16.0,,4.0,6.0,6.0,1.0,9.0,3.0,1.0,28.0,124.0,,78.0,,29.0,4.0,1.0,31.0,4.0,,39.0,,,,,2.0,,,,8.0,19.0,,99.0,,27.0,27.0,74.0,6.0,3.0,2.0,8.0,6.0,128.0,1.0,4.0,42.0,,,2.0,27.0,,4.0,32.0,,138.0,29.0,99.0,,1.0,3.0,,17.0,,,21.0,4.0,,,84.0,58.0,,48.0,28.0,,1.0,1.0,2.0,,29.0,,53.0,,11.0,46.0,,,,12.0,3.0,37.0,49.0,22.0,50.0,1.0,21.0,114.0,1.0,,13.0,19.0,46.0,,,,,,2021-03-17
11.7,,,,,,,,1.0,,,,3.0,1.0,4.0,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,3.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,2021-03-31
11.9,,9.0,10.0,4.0,,11.0,2.0,1.0,1.0,,,27.0,8.0,14.0,,,,40.0,,,,1.0,,,40.0,,,,,1.0,,,,,,,,2.0,3.0,,9.0,,4.0,,,1.0,,,1.0,2.0,,12.0,,16.0,,,26.0,5.0,,30.0,2.0,49.0,,,,,11.0,55.0,,7.0,,,,1.0,6.0,,,42.0,,,,4.0,1.0,,1.0,,1.0,2.0,,13.0,,15.0,51.0,27.0,,,,4.0,,2.0,1.0,1.0,28.0,1.0,2.0,,12.0,,,23.0,,83.0,,44.0,,2.0,,,1.0,,,8.0,3.0,8.0,,6.0,12.0,,5.0,18.0,2.0,,,3.0,,13.0,,3.0,,4.0,12.0,,,,8.0,,9.0,23.0,4.0,18.0,,8.0,19.0,,,4.0,13.0,5.0,,,,,,2021-04-28
11.11,,4.0,13.0,17.0,45.0,1.0,11.0,,,,,23.0,16.0,1.0,2.0,3.0,,30.0,,,,2.0,,,1.0,,,1.0,,3.0,,,,,,,,,2.0,,9.0,1.0,41.0,1.0,,2.0,,2.0,,1.0,,60.0,,34.0,2.0,2.0,28.0,24.0,,94.0,3.0,123.0,,,,,19.0,81.0,,21.0,,105.0,,,60.0,8.0,,79.0,,,,22.0,,2.0,,,,,,44.0,,57.0,64.0,16.0,7.0,,,31.0,,1.0,,1.0,38.0,,33.0,,9.0,,,22.0,,81.0,4.0,44.0,1.0,2.0,1.0,2.0,12.0,,,29.0,13.0,4.0,,34.0,46.0,59.0,33.0,37.0,,2.0,2.0,3.0,,7.0,,9.0,3.0,2.0,38.0,,,,21.0,3.0,30.0,5.0,4.0,39.0,,7.0,15.0,,,1.0,86.0,7.0,52.0,,,,,2021-05-26
11.12,,11.0,27.0,9.0,90.0,1.0,46.0,,3.0,,,32.0,35.0,2.0,1.0,,,37.0,,,4.0,6.0,1.0,1.0,1.0,,,2.0,,2.0,,,,,,9.0,,1.0,3.0,,7.0,1.0,49.0,4.0,,4.0,,,4.0,1.0,1.0,73.0,3.0,77.0,1.0,,26.0,7.0,1.0,134.0,3.0,136.0,,,2.0,,14.0,9.0,,23.0,1.0,131.0,,,51.0,11.0,,92.0,,,1.0,16.0,,1.0,1.0,,3.0,1.0,,84.0,,96.0,92.0,10.0,10.0,2.0,9.0,43.0,6.0,12.0,2.0,1.0,25.0,7.0,108.0,,7.0,,,18.0,,63.0,4.0,45.0,,2.0,,2.0,19.0,,,53.0,19.0,7.0,,37.0,46.0,103.0,36.0,46.0,2.0,5.0,,2.0,5.0,9.0,,16.0,5.0,2.0,66.0,,2.0,,60.0,3.0,46.0,6.0,3.0,51.0,1.0,25.0,22.0,1.0,,3.0,133.0,1.0,74.0,,,,,2021-06-09
11.13,,42.0,43.0,26.0,96.0,,103.0,5.0,3.0,,,47.0,53.0,,5.0,,,35.0,,,,15.0,,11.0,2.0,3.0,,,,3.0,2.0,,,1.0,4.0,57.0,,2.0,4.0,,15.0,,31.0,7.0,,30.0,1.0,2.0,3.0,2.0,,56.0,2.0,96.0,,2.0,41.0,13.0,,183.0,5.0,27.0,3.0,1.0,2.0,,7.0,,1.0,10.0,,98.0,,,78.0,5.0,,159.0,2.0,,,15.0,,,,,,4.0,,73.0,,108.0,122.0,8.0,9.0,5.0,72.0,41.0,12.0,10.0,4.0,,54.0,15.0,111.0,,13.0,,1.0,23.0,,55.0,4.0,48.0,5.0,5.0,,,55.0,,,59.0,12.0,4.0,,24.0,3.0,152.0,5.0,49.0,,4.0,1.0,,1.0,11.0,,19.0,5.0,5.0,102.0,,8.0,,81.0,8.0,48.0,7.0,12.0,68.0,2.0,128.0,16.0,3.0,,7.0,83.0,2.0,125.0,,,,,2021-06-23
11.14,,50.0,23.0,23.0,88.0,2.0,66.0,,3.0,2.0,,46.0,83.0,3.0,8.0,,,35.0,,,7.0,32.0,,4.0,2.0,4.0,,3.0,4.0,3.0,1.0,,,,2.0,34.0,,1.0,52.0,,14.0,1.0,22.0,5.0,,55.0,,,,3.0,,12.0,,98.0,6.0,,62.0,10.0,5.0,141.0,2.0,27.0,3.0,,,,15.0,,1.0,20.0,2.0,68.0,1.0,1.0,24.0,12.0,,165.0,3.0,,,3.0,2.0,1.0,,,1.0,14.0,,69.0,1.0,130.0,77.0,11.0,11.0,4.0,68.0,12.0,12.0,6.0,3.0,1.0,62.0,17.0,97.0,,23.0,,6.0,25.0,,33.0,,51.0,8.0,8.0,,3.0,49.0,,,86.0,18.0,3.0,,17.0,53.0,118.0,5.0,63.0,1.0,1.0,1.0,2.0,,10.0,,23.0,7.0,2.0,89.0,,1.0,,59.0,4.0,45.0,3.0,13.0,58.0,1.0,131.0,12.0,,,6.0,57.0,12.0,112.0,,,,,2021-07-08
11.15,,51.0,35.0,64.0,151.0,1.0,95.0,2.0,1.0,,,58.0,124.0,4.0,3.0,,1.0,63.0,,,2.0,96.0,1.0,18.0,5.0,,1.0,2.0,1.0,3.0,2.0,,,,,60.0,,3.0,50.0,,53.0,1.0,7.0,2.0,,134.0,1.0,3.0,3.0,12.0,1.0,9.0,1.0,127.0,6.0,3.0,91.0,26.0,,206.0,14.0,13.0,12.0,,,,28.0,,1.0,24.0,2.0,106.0,12.0,,31.0,54.0,,208.0,3.0,,1.0,3.0,4.0,1.0,6.0,1.0,1.0,18.0,,45.0,,190.0,89.0,28.0,8.0,7.0,87.0,19.0,7.0,4.0,3.0,1.0,99.0,19.0,106.0,,134.0,,3.0,26.0,,33.0,16.0,103.0,13.0,26.0,,7.0,110.0,1.0,,138.0,29.0,12.0,,26.0,82.0,202.0,1.0,66.0,2.0,3.0,3.0,4.0,,12.0,,37.0,5.0,7.0,103.0,,2.0,1.0,57.0,15.0,94.0,26.0,41.0,56.0,,153.0,62.0,4.0,,10.0,48.0,10.0,49.0,,,,,2021-07-21
11.16,,3.0,8.0,5.0,23.0,1.0,12.0,,,,,14.0,24.0,1.0,,,,4.0,,,,13.0,,2.0,,1.0,,,1.0,,,,,,,2.0,,3.0,14.0,,5.0,1.0,1.0,,,16.0,,,,,,1.0,,20.0,6.0,,11.0,2.0,,24.0,4.0,1.0,3.0,,,,13.0,,,1.0,,26.0,1.0,,1.0,25.0,,39.0,,,,,1.0,,,,2.0,,,1.0,,22.0,4.0,4.0,3.0,2.0,11.0,2.0,,,,,10.0,,15.0,,9.0,,,2.0,,5.0,2.0,18.0,,3.0,,,19.0,,,18.0,7.0,,,7.0,1.0,34.0,,2.0,,,,,,1.0,,21.0,,2.0,13.0,,,,2.0,,12.0,1.0,2.0,6.0,,26.0,17.0,,,,14.0,,7.0,,,,,2021-08-11
11.19,2.0,11.0,5.0,28.0,46.0,2.0,29.0,,2.0,,,8.0,33.0,1.0,1.0,,,4.0,,,83.0,1.0,8.0,10.0,,3.0,,,,,,12.0,,,1.0,,,1.0,20.0,,6.0,,1.0,,,9.0,,,,4.0,,1.0,2.0,16.0,38.0,,17.0,9.0,,60.0,1.0,4.0,,,,,5.0,1.0,11.0,9.0,,25.0,,,3.0,33.0,,57.0,3.0,18.0,,,4.0,,,,,41.0,,,,2.0,12.0,3.0,2.0,5.0,9.0,18.0,5.0,,,,35.0,6.0,,,19.0,,,19.0,,11.0,1.0,14.0,,4.0,,4.0,14.0,,,18.0,33.0,,,1.0,1.0,20.0,2.0,34.0,2.0,3.0,,15.0,,6.0,19.0,14.0,16.0,,16.0,,,,2.0,1.0,45.0,3.0,1.0,30.0,,38.0,10.0,3.0,3.0,5.0,7.0,10.0,20.0,,,,,2021-09-22
11.21,,1.0,11.0,14.0,16.0,,20.0,,,,,21.0,15.0,1.0,,,,7.0,,,19.0,,,6.0,,2.0,,,,,,1.0,,,,1.0,,,8.0,,,,,,,3.0,,6.0,1.0,2.0,,,5.0,15.0,17.0,,4.0,4.0,,22.0,1.0,,,,,,9.0,3.0,1.0,5.0,,,2.0,,2.0,14.0,,37.0,4.0,8.0,,,1.0,2.0,,,,20.0,,,,,5.0,,,,3.0,5.0,,,,,20.0,5.0,1.0,,20.0,,,3.0,,1.0,1.0,14.0,2.0,1.0,,,19.0,,,4.0,42.0,3.0,,9.0,2.0,15.0,,13.0,1.0,,1.0,9.0,,1.0,11.0,,4.0,,13.0,,,,1.0,,11.0,9.0,3.0,10.0,,17.0,3.0,,12.0,,8.0,1.0,6.0,,,,,2021-10-20
11.23,,3.0,11.0,15.0,30.0,5.0,21.0,1.0,,,,10.0,22.0,,,,,4.0,,,6.0,,1.0,14.0,6.0,2.0,,,2.0,2.0,,,,,,2.0,,,10.0,,5.0,,5.0,1.0,,3.0,,21.0,4.0,3.0,,2.0,4.0,30.0,19.0,,2.0,3.0,,30.0,1.0,,1.0,,,,11.0,1.0,4.0,11.0,,10.0,1.0,,9.0,16.0,,38.0,,8.0,,,,3.0,,,,17.0,,,,1.0,8.0,13.0,,,6.0,3.0,1.0,1.0,2.0,,21.0,5.0,4.0,,27.0,,,5.0,,7.0,,5.0,1.0,6.0,,,15.0,,,7.0,28.0,4.0,,36.0,2.0,19.0,,20.0,7.0,,1.0,,,6.0,17.0,3.0,,1.0,28.0,,,,2.0,,14.0,,7.0,4.0,,20.0,8.0,1.0,13.0,6.0,6.0,1.0,18.0,,,,,2021-11-17
11.24,1.0,3.0,13.0,15.0,41.0,1.0,17.0,,,,,17.0,25.0,,,,,9.0,,,1.0,,1.0,12.0,,,,,3.0,2.0,,,,,,1.0,,,4.0,,2.0,15.0,4.0,,,5.0,,19.0,3.0,3.0,,1.0,,43.0,27.0,,7.0,4.0,,44.0,4.0,1.0,,,,,11.0,1.0,2.0,7.0,,6.0,1.0,,13.0,13.0,,39.0,3.0,17.0,,,,9.0,1.0,,,22.0,,1.0,,,19.0,34.0,,1.0,9.0,12.0,2.0,1.0,,1.0,21.0,6.0,1.0,,15.0,,1.0,12.0,,14.0,2.0,9.0,,4.0,,1.0,20.0,3.0,,7.0,36.0,2.0,,40.0,5.0,29.0,1.0,7.0,1.0,,,2.0,,6.0,4.0,,2.0,6.0,38.0,,3.0,,3.0,,23.0,3.0,8.0,9.0,,38.0,16.0,,13.0,1.0,6.0,,19.0,,,,,2021-12-08
12.1,1.0,10.0,14.0,20.0,139.0,,37.0,3.0,,,,8.0,28.0,9.0,2.0,1.0,,,,,,,16.0,17.0,2.0,5.0,1.0,,,1.0,1.0,,,,,,3.0,3.0,4.0,,12.0,94.0,30.0,1.0,,15.0,,34.0,3.0,4.0,,,1.0,26.0,72.0,,32.0,2.0,,86.0,2.0,2.0,,,,,10.0,1.0,13.0,74.0,,33.0,,,38.0,18.0,,82.0,3.0,13.0,,1.0,,19.0,,,,54.0,,1.0,1.0,14.0,80.0,94.0,,3.0,15.0,38.0,,3.0,1.0,1.0,40.0,2.0,21.0,,26.0,,,23.0,1.0,9.0,2.0,15.0,,5.0,,,29.0,7.0,,20.0,79.0,,,126.0,1.0,71.0,2.0,7.0,3.0,,1.0,3.0,,9.0,3.0,4.0,29.0,11.0,70.0,,8.0,,3.0,4.0,47.0,10.0,21.0,10.0,,122.0,7.0,1.0,35.0,1.0,13.0,1.0,87.0,,,,,2022-01-05
12.2,1.0,11.0,26.0,43.0,150.0,2.0,39.0,3.0,,,,15.0,96.0,10.0,,2.0,,9.0,,,,,34.0,15.0,1.0,7.0,,1.0,1.0,2.0,1.0,1.0,,,,,2.0,,12.0,3.0,5.0,75.0,40.0,1.0,19.0,17.0,,35.0,6.0,8.0,,1.0,1.0,55.0,60.0,,65.0,4.0,,130.0,2.0,1.0,2.0,1.0,,,11.0,1.0,40.0,62.0,1.0,15.0,3.0,,49.0,24.0,,109.0,,,1.0,2.0,4.0,25.0,,,,74.0,,27.0,,9.0,127.0,87.0,5.0,9.0,1.0,33.0,2.0,48.0,,1.0,71.0,4.0,35.0,,28.0,,,9.0,,3.0,,31.0,,12.0,1.0,1.0,39.0,5.0,,21.0,46.0,,61.0,214.0,73.0,82.0,31.0,10.0,2.0,,,4.0,,9.0,4.0,17.0,25.0,5.0,85.0,,6.0,1.0,5.0,1.0,40.0,7.0,26.0,16.0,,184.0,9.0,,37.0,1.0,14.0,1.0,119.0,,,,,2022-01-20
12.3,,7.0,8.0,21.0,120.0,3.0,33.0,,,,,21.0,99.0,6.0,2.0,2.0,,11.0,,,,1.0,49.0,12.0,2.0,8.0,,1.0,3.0,4.0,3.0,,,1.0,,,,1.0,13.0,6.0,10.0,32.0,41.0,1.0,24.0,27.0,,23.0,4.0,13.0,,3.0,,29.0,42.0,,44.0,4.0,,113.0,7.0,2.0,3.0,,1.0,2.0,2.0,4.0,13.0,36.0,,20.0,2.0,,31.0,10.0,,114.0,2.0,,4.0,2.0,5.0,11.0,1.0,,62.0,107.0,,39.0,,3.0,114.0,55.0,1.0,4.0,3.0,22.0,,57.0,,4.0,65.0,3.0,31.0,,33.0,,,20.0,,11.0,2.0,45.0,,7.0,1.0,1.0,31.0,2.0,,25.0,62.0,2.0,37.0,197.0,61.0,56.0,9.0,7.0,4.0,,1.0,1.0,,5.0,6.0,10.0,13.0,,62.0,,7.0,3.0,3.0,4.0,43.0,8.0,12.0,18.0,,161.0,3.0,3.0,23.0,5.0,17.0,1.0,89.0,,,,,2022-02-02
12.4,1.0,3.0,41.0,35.0,148.0,,63.0,,,,,48.0,123.0,23.0,1.0,,,17.0,,,2.0,,50.0,9.0,,19.0,,1.0,,1.0,,,,,,,,,12.0,,17.0,21.0,35.0,1.0,8.0,33.0,,24.0,,12.0,,2.0,,33.0,35.0,,52.0,1.0,,141.0,4.0,3.0,3.0,,,,3.0,4.0,7.0,26.0,,25.0,1.0,,49.0,29.0,,138.0,,,4.0,1.0,2.0,11.0,,2.0,151.0,99.0,1.0,77.0,,8.0,183.0,46.0,1.0,13.0,9.0,14.0,6.0,148.0,1.0,3.0,74.0,5.0,21.0,,40.0,,,19.0,,48.0,1.0,143.0,1.0,4.0,,,51.0,8.0,,14.0,34.0,4.0,69.0,257.0,102.0,97.0,1.0,8.0,1.0,1.0,,,2.0,12.0,6.0,10.0,9.0,8.0,52.0,,16.0,1.0,3.0,,66.0,56.0,7.0,35.0,,188.0,14.0,5.0,57.0,7.0,20.0,,103.0,36.0,,,,2022-02-16
12.5,,3.0,37.0,42.0,56.0,5.0,97.0,2.0,,1.0,,46.0,117.0,42.0,,1.0,,10.0,,,29.0,13.0,67.0,9.0,,19.0,,,4.0,3.0,,,,,,,,1.0,19.0,,25.0,30.0,38.0,3.0,37.0,55.0,,29.0,2.0,33.0,,36.0,1.0,54.0,54.0,,54.0,2.0,,208.0,6.0,17.0,5.0,,,1.0,4.0,2.0,14.0,87.0,,35.0,4.0,2.0,52.0,48.0,,198.0,2.0,1.0,1.0,,5.0,10.0,,1.0,181.0,104.0,,155.0,,10.0,259.0,85.0,8.0,10.0,11.0,10.0,9.0,122.0,1.0,1.0,101.0,13.0,21.0,,55.0,,,20.0,,70.0,11.0,144.0,,4.0,2.0,,60.0,2.0,,30.0,12.0,1.0,109.0,228.0,86.0,179.0,4.0,37.0,2.0,1.0,1.0,,,37.0,7.0,18.0,14.0,10.0,32.0,,10.0,,7.0,5.0,84.0,178.0,47.0,26.0,,195.0,10.0,5.0,73.0,5.0,27.0,1.0,33.0,78.0,,,,2022-03-02
12.6,,,2.0,8.0,2.0,,5.0,,,,,4.0,15.0,2.0,,1.0,,,,,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,5.0,4.0,2.0,,2.0,5.0,,3.0,,,,13.0,,5.0,15.0,,4.0,,,15.0,1.0,,,,,,1.0,,,2.0,,3.0,1.0,,3.0,3.0,,16.0,,,,,2.0,2.0,,,11.0,8.0,,9.0,,,18.0,15.0,,,1.0,1.0,,1.0,,,6.0,,3.0,,1.0,,,,1.0,1.0,,3.0,,1.0,,,4.0,,,4.0,1.0,,17.0,20.0,12.0,14.0,1.0,8.0,,,,,,7.0,4.0,2.0,4.0,,,,,,,,4.0,12.0,21.0,2.0,,12.0,,,6.0,,2.0,,10.0,7.0,,,,2022-03-30
12.8,,,21.0,19.0,5.0,4.0,19.0,8.0,,1.0,,15.0,12.0,5.0,,,,26.0,,,5.0,1.0,7.0,6.0,1.0,,,2.0,,3.0,,,,2.0,,,,,5.0,,21.0,2.0,7.0,2.0,4.0,2.0,2.0,2.0,,1.0,,13.0,,5.0,6.0,,2.0,32.0,,27.0,2.0,4.0,,,,,3.0,,3.0,14.0,1.0,28.0,3.0,,5.0,10.0,1.0,43.0,1.0,,1.0,,2.0,,,,36.0,28.0,,10.0,,,42.0,4.0,1.0,1.0,1.0,,,,,1.0,4.0,8.0,7.0,,7.0,,,13.0,,29.0,,13.0,,3.0,1.0,,13.0,,,7.0,12.0,2.0,4.0,7.0,6.0,48.0,7.0,6.0,1.0,,,,2.0,9.0,4.0,1.0,3.0,6.0,,,3.0,,16.0,4.0,15.0,31.0,16.0,11.0,,13.0,8.0,8.0,12.0,4.0,5.0,1.0,47.0,13.0,,,,2022-04-27
12.10,,6.0,15.0,9.0,1.0,,15.0,6.0,,24.0,,9.0,,7.0,1.0,1.0,1.0,4.0,,,,,1.0,6.0,,,1.0,,6.0,,1.0,,,1.0,,,,1.0,,,36.0,17.0,22.0,,6.0,14.0,27.0,1.0,,,,10.0,,1.0,3.0,,7.0,53.0,1.0,35.0,1.0,2.0,,,,1.0,,,2.0,3.0,,61.0,4.0,,8.0,7.0,,7.0,,1.0,4.0,7.0,,,3.0,,44.0,15.0,,4.0,,3.0,43.0,10.0,22.0,12.0,,11.0,9.0,1.0,2.0,1.0,8.0,20.0,3.0,,,,,10.0,,21.0,2.0,28.0,,2.0,,21.0,12.0,,,19.0,4.0,5.0,1.0,11.0,34.0,85.0,33.0,26.0,1.0,1.0,1.0,,7.0,11.0,24.0,31.0,4.0,1.0,4.0,,1.0,,35.0,5.0,18.0,14.0,17.0,11.0,,17.0,6.0,,3.0,2.0,9.0,6.0,28.0,31.0,,,,2022-05-25
12.11,,6.0,17.0,23.0,44.0,2.0,21.0,7.0,,44.0,,14.0,9.0,8.0,2.0,2.0,,7.0,,,7.0,9.0,4.0,17.0,1.0,1.0,2.0,,20.0,,,11.0,,,,1.0,4.0,1.0,4.0,,75.0,79.0,24.0,1.0,4.0,44.0,32.0,,,,,6.0,,3.0,2.0,,16.0,121.0,,79.0,1.0,3.0,,2.0,,2.0,4.0,7.0,15.0,27.0,,109.0,6.0,,20.0,5.0,,27.0,,,1.0,3.0,,,2.0,5.0,95.0,10.0,,38.0,,,101.0,28.0,63.0,20.0,2.0,22.0,9.0,2.0,,,12.0,45.0,4.0,,1.0,,1.0,22.0,,32.0,26.0,122.0,,6.0,1.0,30.0,20.0,,,34.0,4.0,2.0,76.0,56.0,82.0,177.0,72.0,34.0,,,,2.0,12.0,15.0,31.0,79.0,49.0,8.0,8.0,,2.0,,62.0,10.0,62.0,19.0,50.0,47.0,,62.0,9.0,6.0,3.0,25.0,1.0,8.0,79.0,69.0,,,,2022-06-08
12.12,,7.0,10.0,4.0,63.0,,19.0,5.0,,24.0,,17.0,11.0,10.0,,,,11.0,,,3.0,24.0,5.0,24.0,2.0,6.0,1.0,,24.0,3.0,2.0,58.0,,,2.0,1.0,,2.0,16.0,1.0,102.0,90.0,10.0,4.0,9.0,66.0,51.0,3.0,5.0,1.0,,14.0,,2.0,10.0,1.0,13.0,167.0,,92.0,1.0,5.0,3.0,2.0,,1.0,4.0,9.0,78.0,41.0,1.0,38.0,8.0,,30.0,7.0,,20.0,,1.0,2.0,8.0,1.0,,,19.0,97.0,4.0,,49.0,,,117.0,41.0,85.0,15.0,2.0,49.0,20.0,3.0,2.0,1.0,3.0,74.0,12.0,,8.0,,1.0,10.0,,15.0,46.0,221.0,5.0,14.0,1.0,79.0,24.0,1.0,18.0,36.0,,6.0,99.0,88.0,117.0,163.0,79.0,57.0,1.0,,,2.0,19.0,16.0,51.0,101.0,54.0,12.0,6.0,,5.0,,126.0,1.0,48.0,17.0,40.0,108.0,1.0,174.0,16.0,21.0,1.0,27.0,1.0,9.0,99.0,128.0,,,,2022-06-23
12.13,,7.0,26.0,5.0,47.0,,10.0,2.0,,6.0,,46.0,40.0,4.0,130.0,1.0,,4.0,,,5.0,7.0,,39.0,2.0,7.0,1.0,,6.0,1.0,,26.0,,,,,,1.0,15.0,,54.0,3.0,5.0,3.0,1.0,81.0,30.0,2.0,3.0,,,13.0,,11.0,7.0,1.0,13.0,148.0,,49.0,2.0,3.0,4.0,15.0,,,2.0,1.0,106.0,26.0,,11.0,3.0,,30.0,15.0,,29.0,,2.0,,5.0,,1.0,,16.0,91.0,2.0,,3.0,,,110.0,22.0,52.0,17.0,,55.0,34.0,9.0,3.0,2.0,3.0,31.0,5.0,,3.0,,,16.0,,5.0,31.0,167.0,1.0,6.0,1.0,116.0,18.0,,,32.0,,4.0,136.0,44.0,56.0,104.0,25.0,39.0,1.0,1.0,,1.0,40.0,12.0,37.0,86.0,63.0,4.0,3.0,,4.0,,41.0,8.0,52.0,8.0,35.0,92.0,,135.0,3.0,8.0,11.0,11.0,8.0,6.0,125.0,79.0,,,,2022-07-13
12.14,,13.0,19.0,1.0,42.0,,46.0,1.0,,1.0,,33.0,18.0,7.0,169.0,2.0,,5.0,,,2.0,12.0,1.0,42.0,7.0,3.0,1.0,,18.0,3.0,,32.0,,1.0,,,2.0,,5.0,,9.0,2.0,10.0,5.0,3.0,85.0,26.0,,2.0,,,3.0,,82.0,30.0,1.0,16.0,192.0,,29.0,4.0,9.0,2.0,8.0,2.0,,6.0,,85.0,41.0,28.0,12.0,5.0,,36.0,17.0,,53.0,,,1.0,4.0,1.0,,,6.0,138.0,6.0,,1.0,,8.0,100.0,30.0,121.0,25.0,,89.0,48.0,1.0,,1.0,4.0,41.0,3.0,1.0,4.0,,,10.0,1.0,3.0,12.0,80.0,1.0,9.0,1.0,95.0,24.0,,1.0,37.0,,1.0,167.0,21.0,35.0,62.0,15.0,54.0,,,,1.0,108.0,52.0,54.0,115.0,83.0,7.0,3.0,,6.0,,48.0,4.0,67.0,5.0,99.0,105.0,,117.0,4.0,14.0,28.0,19.0,4.0,3.0,94.0,77.0,22.0,,,2022-07-27
12.15,,5.0,11.0,3.0,29.0,2.0,15.0,1.0,,1.0,,16.0,11.0,7.0,118.0,8.0,,2.0,,,8.0,3.0,1.0,25.0,9.0,10.0,,,5.0,2.0,,19.0,,1.0,,,,1.0,1.0,3.0,7.0,8.0,5.0,,3.0,82.0,15.0,3.0,,1.0,,17.0,,74.0,28.0,2.0,11.0,102.0,,10.0,1.0,3.0,3.0,3.0,,,3.0,,55.0,22.0,5.0,4.0,1.0,,38.0,27.0,,23.0,,,1.0,1.0,2.0,1.0,,1.0,73.0,2.0,,1.0,,5.0,48.0,21.0,83.0,12.0,,100.0,20.0,4.0,,2.0,1.0,33.0,,,1.0,,,3.0,,,16.0,47.0,1.0,4.0,1.0,46.0,18.0,,3.0,11.0,1.0,2.0,130.0,22.0,16.0,14.0,11.0,61.0,,1.0,1.0,,68.0,76.0,61.0,84.0,69.0,3.0,4.0,,,,22.0,3.0,26.0,6.0,67.0,56.0,,37.0,1.0,5.0,8.0,15.0,3.0,1.0,28.0,41.0,12.0,,,2022-08-10
